rank,UNITID,INSTNM,state,risk_score,driver_1,driver_2,driver_3,operating_margin,endowment_per_student,total_enrollment,enrollment_3yr_pct
860,493619,Young Americans College of the Performing Arts,CA,0.06962025316455696,tuition & fees,3-yr revenue % change,expendable net assets,,2857.1428571428573,28.0,-0.2631578947368421
861,111391,California Western School of Law,CA,0.06962025316455696,expendable net assets,3-yr enrollment % change,total liabilities,0.1454511991454772,52458.986646884274,674.0,-0.1730061349693251
862,188535,Albany Law School,NY,0.06962025316455696,3-yr avg operating margin,3-yr avg expenses-to-revenue,total liabilities,0.1247125390700929,111119.707250342,731.0,0.0625
863,486901,Milligan University,TN,0.06962025316455696,tuition per student,undergraduate share of enrollment,total liabilities,0.224844982832857,43226.39260969977,1299.0,0.0108949416342412
864,126979,Denver Seminary,CO,0.06962025316455696,total liabilities,undergrad enrollment,3-yr revenue % change,0.3040538238830871,19867.58294283037,1067.0,-0.0273473108477666
865,129154,Goodwin University,CT,0.06962025316455696,expendable net assets,3-yr avg operating margin,endowment EOY,-0.0527698185291308,3229.4968604415635,4937.0,-0.1569330601092896
866,117557,Lincoln University,CA,0.06962025316455696,total assets,expendable net assets,undergrad enrollment,-0.1802152680705375,0.0016051364365971,623.0,0.3722466960352423
867,126669,Colorado Christian University,CO,0.06962025316455696,endowment EOY,tuition & fees,endowment per student,0.0968861315002154,684.8615232443126,17187.0,0.0973694291916741
868,117575,Southern California Seminary,CA,0.06962025316455696,revenue per student,expendable net assets,total liabilities,-0.0635989770270744,488.8185654008439,237.0,0.0128205128205128
869,179043,Rockhurst University,MO,0.06962025316455696,expendable net assets,tuition per student,endowment EOY,0.0030971560581446,8971.341199606686,4068.0,0.0002458814851241
870,199865,Warren Wilson College,NC,0.06962025316455696,endowment EOY,3-yr avg operating margin,tuition per student,0.0790230186246828,63939.08943089431,861.0,-0.0358342665173572
871,170675,Lawrence Technological University,MI,0.06962025316455696,undergraduate share of enrollment,tuition per student,tuition & fees,0.0530254555232843,14011.046415678184,3878.0,0.073049252905368
872,442295,Ave Maria School of Law,FL,0.06962025316455696,endowment EOY,expendable net assets,total liabilities,0.0756212369099233,8657.042424242425,330.0,0.0509554140127388
873,203757,Lourdes University,OH,0.06962025316455696,total assets,endowment EOY,expenses trend (slope),-0.0799424741704042,6978.790835181079,1353.0,0.1053921568627451
874,146977,McCormick Theological Seminary,IL,0.06962025316455696,3-yr enrollment % change,total assets,total liabilities,0.3124593766629512,549399.7112676057,142.0,-0.3486238532110092
875,146533,Lakeview College of Nursing,IL,0.06962025316455696,3-yr enrollment % change,3-yr avg operating margin,total assets,0.3549728708370036,229573.3368421053,95.0,-0.4662921348314606
876,201195,Baldwin Wallace University,OH,0.06962025316455696,expendable net assets,enrollment trend (slope),3-yr avg expenses-to-revenue,-0.0640884484463358,49332.8612177729,3646.0,-0.0328912466843501
877,201681,Central School of Practical Nursing,OH,0.06962025316455696,expendable net assets,total assets,endowment EOY,,,88.0,0.4193548387096774
878,140818,Piedmont University,GA,0.06962025316455696,undergraduate share of enrollment,3-yr avg operating margin,expendable net assets trend,-0.0778328554815982,21969.263018534864,2266.0,-0.1390577507598784
879,143118,Aurora University,IL,0.06962025316455696,tuition & fees,tuition per student,expenses trend (slope),0.0475383011898047,7638.859425823787,7071.0,-0.0060444194545965
880,201371,Bluffton University,OH,0.06962025316455696,total liabilities,total assets,enrollment trend (slope),0.0028213939782116,35218.19293478261,736.0,-0.1401869158878504
881,199607,Salem College,NC,0.06962025316455696,undergrad enrollment,expendable net assets,3-yr avg operating margin,0.1130477287139597,108246.89087656527,559.0,0.0
882,141325,Wesleyan College,GA,0.06962025316455696,tuition dependence (tuition / total revenue),total liabilities,3-yr avg expenses-to-revenue,0.1409559080297797,55203.74431301183,1099.0,0.3305084745762712
883,429128,Urban College of Boston,MA,0.06962025316455696,endowment EOY,expendable net assets,total assets,0.0592889567333559,,1384.0,0.1562238930659983
884,147590,National University of Health Sciences,IL,0.06962025316455696,endowment EOY,total assets,revenue per student,0.2328473188312084,18069.77652733119,622.0,-0.0632530120481927
885,439914,Seattle Institute of East Asian Medicine,WA,0.06962025316455696,total liabilities,assets-to-liabilities ratio,expendable net assets,-0.1478804678624377,,45.0,0.125
886,137777,Talmudic College of Florida,FL,0.06962025316455696,expendable net assets,total assets,total liabilities,0.0106065267112124,,30.0,-0.1176470588235294
887,170000,Grace Christian University,MI,0.06962025316455696,expendable net assets,total assets,endowment EOY,-0.0418741049780024,,1358.0,-0.1448362720403022
888,238324,Bellin College,WI,0.06962025316455696,total liabilities,total assets,undergraduate share of enrollment,-0.0112449176671367,14101.12464854733,1067.0,0.1948488241881299
889,167677,Saint John's Seminary,MA,0.06962025316455696,total enrollment,undergrad enrollment,3-yr revenue % change,0.5181580209929171,333814.6,115.0,0.1616161616161616
890,211468,Cedar Crest College,PA,0.06962025316455696,tuition per student,undergrad enrollment,3-yr enrollment % change,0.1026041597348465,29170.13901639344,1525.0,-0.1325369738339021
891,211431,Carlow University,PA,0.06962025316455696,tuition per student,undergraduate share of enrollment,3-yr expendable net assets % change,-0.0163190827404189,18058.842707340325,3147.0,0.3420042643923241
892,233356,Bon Secours Memorial College of Nursing,VA,0.06962025316455696,expendable net assets,total assets,total liabilities,,1452.4552590266876,637.0,0.1973684210526315
893,155812,University of Saint Mary,KS,0.06962025316455696,tuition per student,total liabilities,undergraduate share of enrollment,0.1276293578615244,12850.465527401297,1697.0,0.0666247642991829
894,153108,Central College,IA,0.06962025316455696,tuition per student,3-yr avg assets-to-liabilities,assets-to-liabilities ratio,-0.0162874732235588,80100.44291497975,1235.0,-0.0636846095526914
895,242653,Inter American University of Puerto Rico-Metro,PR,0.06962025316455696,expendable net assets,endowment EOY,total assets,,,5210.0,-0.2115617433414043
896,242617,Inter American University of Puerto Rico-San German,PR,0.06962025316455696,expendable net assets,3-yr expendable net assets % change,total assets,,,3495.0,-0.0450819672131147
897,241191,Universidad Adventista de las Antillas,PR,0.06962025316455696,total assets,total liabilities,expenses trend (slope),0.2097343532322155,123.03119266055046,1090.0,0.0101946246524559
898,240213,Wisconsin School of Professional Psychology,WI,0.06962025316455696,expendable net assets,endowment EOY,total assets,0.0709651653113608,,91.0,-0.0421052631578947
899,245652,St. John's College,NM,0.06962025316455696,expendable net assets,undergrad enrollment,tuition per student,0.2358126976024774,207998.815498155,542.0,-0.0557491289198606
900,381325,CET-Santa Maria,CA,0.06962025316455696,tuition dependence (tuition / total revenue),endowment EOY,expendable net assets,,,209.0,0.1176470588235294
901,363907,Caribbean University-Ponce,PR,0.06962025316455696,total assets,undergrad enrollment,total liabilities,0.0010159336998262,41.83659378596087,869.0,-0.0022962112514351
902,158477,Centenary College of Louisiana,LA,0.06962025316455696,expendable net assets,3-yr avg expenses-to-revenue,tuition per student,0.0768040830616273,195866.69710144927,690.0,0.2343470483005366
903,230418,Ensign College,UT,0.06962025316455696,tuition dependence (tuition / total revenue),total assets,total liabilities,0.287110182056829,2551.03668261563,11286.0,1.185515104570101
904,161208,The Landing School,ME,0.06962025316455696,3-yr enrollment % change,expendable net assets,total liabilities,0.055407223087009,31978.04651162791,43.0,-0.2456140350877192
905,225575,Huston-Tillotson University,TX,0.06962025316455696,expenses trend (slope),total liabilities,3-yr revenue % change,0.0445332592568262,9986.761555392515,1363.0,0.1629692832764505
906,220871,Memphis Theological Seminary,TN,0.06962025316455696,expendable net assets,total assets,total liabilities,0.1121982450212914,71496.85046728973,214.0,-0.1265306122448979
907,219833,Christian Brothers University,TN,0.06962025316455696,3-yr avg operating margin,3-yr avg expenses-to-revenue,total expenses,0.0269448896931864,18736.64919695689,2366.0,-0.0104558762024257
908,161563,Thomas College,ME,0.06962025316455696,expendable net assets,3-yr expendable net assets % change,total assets,0.1042590841693949,13838.263790278535,1831.0,0.1537492123503465
909,221670,Southern College of Optometry,TN,0.06962025316455696,expendable net assets,total assets,3-yr avg expenses-to-revenue,-0.0038086605098777,65746.67335766423,548.0,0.0055045871559633
910,212975,Commonwealth Technical Institute,PA,0.06962025316455696,expendable net assets,total assets,undergrad enrollment,0.0599787889290871,,282.0,0.4387755102040816
911,219718,Bethel University,TN,0.06962025316455696,endowment EOY,3-yr avg operating margin,change in net assets,-0.1929278248392256,2705.109302837036,4547.0,0.0877990430622009
912,213367,La Salle University,PA,0.06962025316455696,change in net assets,3-yr avg operating margin,3-yr avg expenses-to-revenue,-0.1554867598560992,13820.50405982906,4680.0,-0.1591807402084082
913,194569,Davis College,NY,0.06962025316455696,total assets,3-yr expendable net assets % change,total revenue,0.1768414618702068,9206.689440993789,161.0,-0.0529411764705882
914,165574,Dean College,MA,0.06962025316455696,tuition per student,assets-to-liabilities ratio,revenue per student,0.1005149829172761,53063.11179645336,1297.0,-0.0532846715328467
915,175281,Mitchell Hamline School of Law,MN,0.06962025316455696,total assets,total expenses,3-yr avg expenses-to-revenue,0.1646057814740762,45688.39006514658,1228.0,-0.0016260162601626
916,167899,Springfield College,MA,0.06962025316455696,tuition per student,3-yr avg assets-to-liabilities,undergraduate share of enrollment,0.017354086286191,36248.77886977887,2849.0,-0.0912280701754386
917,177126,Covenant Theological Seminary,MO,0.06962025316455696,tuition dependence (tuition / total revenue),total liabilities,total assets,0.2926781737608963,68162.5269121813,706.0,-0.0302197802197802
918,206349,Ursuline College,OH,0.06962025316455696,3-yr avg operating margin,3-yr avg expenses-to-revenue,total liabilities,-0.0202647436081857,16870.55535123207,2719.0,0.8738800827015851
919,196583,Torah Temimah Talmudical Seminary,NY,0.06962025316455696,total assets,endowment EOY,expendable net assets,0.8393555307680028,,96.0,0.5737704918032787
920,217776,Southern Wesleyan University,SC,0.06962025316455696,total assets,endowment EOY,expendable net assets,-0.0188728187196673,7467.587969924812,1330.0,-0.0679747722494744
921,186283,Rider University,NJ,0.06962025316455696,expendable net assets,change in net assets,3-yr avg operating margin,-0.1499792475402231,13549.675587996757,4932.0,0.0131470829909613
922,215381,Pittsburgh Institute of Aeronautics,PA,0.06962025316455696,total assets,endowment EOY,total liabilities,0.0383373859483976,,948.0,0.0909090909090909
923,181853,York University,NE,0.06962025316455696,total assets,total liabilities,undergrad enrollment,-0.0176226274420807,30059.60210803689,759.0,-0.0306513409961685
924,217925,Columbia International University,SC,0.06962025316455696,endowment EOY,endowment per student,expenses trend (slope),0.0421639054044111,1401.2838392124693,3657.0,0.2113282543888704
925,488721,NationsUniversity,LA,0.05571847507331378,expendable net assets,tuition & fees,undergraduate share of enrollment,0.0645969774420227,469.2827535159141,1351.0,-0.1422222222222222
926,200527,Turtle Mountain Community College,ND,0.05571847507331378,endowment EOY,total liabilities,total assets,0.0863273487870396,3103.098360655738,915.0,0.3697604790419161
927,179955,William Jewell College,MO,0.05571847507331378,3-yr avg expenses-to-revenue,3-yr avg operating margin,3-yr expendable net assets % change,-0.1630879931516426,70376.70991561182,948.0,0.080957810718358
928,179946,Westminster College,MO,0.05571847507331378,tuition per student,3-yr avg expenses-to-revenue,change in net assets,-0.2468853128143066,129138.2768,625.0,-0.0754437869822485
929,444103,Byzantine Catholic Seminary of Saints Cyril and Methodius,PA,0.05571847507331378,tuition & fees,total assets,3-yr avg operating margin,0.3481994297400113,,37.0,-0.075
930,448691,International Institute for Restorative Practices,PA,0.05571847507331378,total liabilities,expendable net assets,total assets,0.1352164402135095,340.4139534883721,215.0,-0.2293906810035842
931,443702,"Bexley Hall Seabury Western Theological Seminary Federation, Inc.",IL,0.05571847507331378,expendable net assets,total assets,total liabilities,0.0078538862927936,211130.0603448276,116.0,0.0545454545454545
932,202073,Cleveland Institute of Music,OH,0.05571847507331378,expendable net assets,undergrad enrollment,tuition per student,0.3112268872719109,162327.84122562673,359.0,0.0056022408963585
933,449870,University of the West,CA,0.05571847507331378,total assets,3-yr expendable net assets % change,expendable net assets trend,0.118960944580863,97335.42696629211,178.0,-0.1188118811881188
934,151777,Manchester University,IN,0.05571847507331378,tuition per student,revenue per student,undergrad enrollment,-0.1787446157706288,61365.48242811501,1252.0,-0.0992805755395683
935,432269,CET-El Paso,TX,0.05571847507331378,tuition dependence (tuition / total revenue),endowment EOY,expendable net assets,,,128.0,0.1962616822429906
936,148885,University of Saint Mary of the Lake,IL,0.05571847507331378,tuition dependence (tuition / total revenue),total liabilities,tuition & fees,0.1310096252949159,207534.34188034188,234.0,0.2
937,441982,Franklin W Olin College of Engineering,MA,0.05571847507331378,endowment per student,3-yr avg operating margin,undergrad enrollment,0.2809511826874685,976917.4311926606,436.0,0.0634146341463414
938,441371,Ultimate Medical Academy,FL,0.05571847507331378,tuition & fees,endowment EOY,endowment per student,0.1505444521196395,,34339.0,0.3158217419626777
939,202170,Columbus College of Art & Design,OH,0.05571847507331378,tuition per student,total liabilities,endowment EOY,0.0411216913303697,27460.02340425532,940.0,-0.0838206627680311
940,443076,Hood Theological Seminary,NC,0.05571847507331378,total liabilities,total assets,endowment EOY,0.2524400961315114,66484.80769230769,156.0,-0.0769230769230769
941,145497,Hebrew Theological College,IL,0.05571847507331378,total assets,expendable net assets,3-yr expendable net assets % change,,5010.100877192983,228.0,0.0654205607476635
942,144351,Concordia University-Chicago,IL,0.05571847507331378,expenses trend (slope),undergraduate share of enrollment,tuition dependence (tuition / total revenue),0.0565787228622232,4781.200412614206,6786.0,-0.0958027981345769
943,145725,Illinois Institute of Technology,IL,0.05571847507331378,expendable net assets,tuition & fees,3-yr expendable net assets % change,0.08235235361687,24993.17858834676,10555.0,0.4588804422944022
944,138868,Point University,GA,0.05571847507331378,total assets,endowment EOY,3-yr expendable net assets % change,-0.0184204278358942,1595.6192468619247,3585.0,0.7243867243867244
945,170037,Cornerstone University,MI,0.05571847507331378,total liabilities,3-yr avg assets-to-liabilities,expenses trend (slope),-4.484071803749549e-05,7894.171693735499,2155.0,-0.0926315789473684
946,199412,Queens University of Charlotte,NC,0.05571847507331378,tuition per student,3-yr avg assets-to-liabilities,revenue per student,-0.1270541527165665,80176.2629576795,2103.0,-0.1215538847117794
947,139199,Brenau University,GA,0.05571847507331378,undergraduate share of enrollment,tuition per student,3-yr enrollment % change,0.0630357341619608,20033.99967266776,3055.0,-0.1012062371285672
948,181330,Midland University,NE,0.05571847507331378,3-yr avg operating margin,total assets,enrollment trend (slope),0.0925495857777984,15087.991430101769,1867.0,-0.0053276505061267
949,123952,Southern California Institute of Architecture,CA,0.05571847507331378,endowment EOY,undergrad enrollment,3-yr avg expenses-to-revenue,0.1777898415498931,11137.47954173486,611.0,-0.0482866043613707
950,497213,Great Northern University,WA,0.05571847507331378,expendable net assets,revenue per student,total liabilities,-0.1963226225681965,,50.0,0.5625
951,122728,William Jessup University,CA,0.05571847507331378,endowment EOY,tuition per student,undergraduate share of enrollment,0.2136225424296103,3373.8202939781886,2109.0,-0.0893782383419689
952,132471,Barry University,FL,0.05571847507331378,tuition & fees,expenses trend (slope),undergraduate share of enrollment,0.0133790775264239,7349.552164123093,7994.0,-0.0829413789147642
953,188580,Albany Medical College,NY,0.05571847507331378,expendable net assets,revenue per student,3-yr expendable net assets % change,-0.1465316223557656,144794.0199335548,903.0,0.0066889632107023
954,495192,Alder Graduate School of Education,CA,0.05571847507331378,total assets,endowment EOY,total liabilities,0.4976418231008779,,1035.0,0.7079207920792079
955,127918,Regis University,CO,0.05571847507331378,tuition & fees,tuition per student,3-yr enrollment % change,-0.066088247881563,16251.172802536552,5677.0,-0.1496405032953864
956,188526,Albany College of Pharmacy and Health Sciences,NY,0.05571847507331378,undergrad enrollment,3-yr enrollment % change,tuition per student,-0.019065734502816,75005.07386990078,907.0,-0.1694139194139194
957,495916,Pathways College,AZ,0.05571847507331378,total assets,expendable net assets,endowment EOY,-1.6599241628039956,,145.0,13.5
958,198066,Brevard College,NC,0.05571847507331378,tuition per student,enrollment trend (slope),total liabilities,0.1792693924716243,44067.37142857143,840.0,0.0231425091352009
959,173160,Bethel University,MN,0.05571847507331378,revenue trend (slope),tuition per student,3-yr revenue % change,0.2273265811732465,24279.294156854037,4501.0,-0.0394793000426803
960,173045,Augsburg University,MN,0.05571847507331378,tuition per student,3-yr expendable net assets % change,3-yr avg assets-to-liabilities,0.0127416847265781,21008.28917653539,3631.0,-0.0239247311827957
961,172033,Sacred Heart Major Seminary,MI,0.05571847507331378,expendable net assets,total assets,total liabilities,0.1931942609379392,82902.50975609756,410.0,-0.164969450101833
962,123457,Simpson University,CA,0.05571847507331378,tuition per student,3-yr expendable net assets % change,total assets,-0.0264038653170739,6094.580165289256,1210.0,0.0736468500443655
963,108870,American Film Institute Conservatory,CA,0.05571847507331378,total assets,total liabilities,total expenses,-0.0024935677111499,56139.502232142855,448.0,-0.0260869565217391
964,102395,United States Sports University,AL,0.05571847507331378,3-yr avg operating margin,total assets,total liabilities,0.1280946229047814,2525.252525252525,396.0,0.32
965,196680,Excelsior University,NY,0.05571847507331378,tuition & fees,total assets,tuition dependence (tuition / total revenue),0.1006636765980742,1533.5135738192637,18823.0,-0.1756591048436542
966,157809,Thomas More University,KY,0.05571847507331378,expendable net assets,3-yr expendable net assets % change,endowment EOY,-0.0474330706094296,15425.83918747355,2363.0,0.0414279418245923
967,230816,Bennington College,VT,0.05571847507331378,3-yr avg operating margin,endowment EOY,assets-to-liabilities ratio,0.0050362369756049,51887.470837751855,943.0,-0.0135983263598326
968,238616,Concordia University-Wisconsin,WI,0.05571847507331378,tuition & fees,tuition per student,enrollment trend (slope),0.1092616613611399,20497.9087537092,6740.0,0.0452853598014888
969,156417,Clear Creek Baptist Bible College,KY,0.05571847507331378,expendable net assets,total assets,3-yr avg operating margin,0.270906606480608,112413.4114832536,209.0,0.1058201058201058
970,193751,Northeast College of Health Sciences,NY,0.05571847507331378,total assets,3-yr revenue % change,3-yr avg expenses-to-revenue,0.2485188405378708,110547.66555740433,601.0,-0.1226277372262773
971,224712,Episcopal Theological Seminary of the Southwest,TX,0.05571847507331378,total enrollment,total liabilities,tuition & fees,0.2268457253542589,410415.6637931034,116.0,-0.1830985915492957
972,161022,Maine College of Health Professions,ME,0.05571847507331378,total assets,total liabilities,3-yr avg expenses-to-revenue,0.3321259720083515,55946.145161290326,310.0,0.0064935064935064
973,225885,Jarvis Christian University,TX,0.05571847507331378,total liabilities,endowment EOY,total assets,-0.0295133641654864,13426.558441558442,924.0,0.05720823798627
974,497718,Academy for Jewish Religion,NY,0.05571847507331378,endowment EOY,expendable net assets,total assets,-0.0173658960402563,,95.0,0.1046511627906976
975,215442,Point Park University,PA,0.05571847507331378,undergraduate share of enrollment,tuition per student,total expenses,0.0715352569828151,15454.204807692307,4160.0,-0.0026372572524574
976,111966,Charles R Drew University of Medicine and Science,CA,0.05571847507331378,undergrad enrollment,3-yr enrollment % change,revenue trend (slope),-0.0153798278140543,99297.92231255646,1107.0,-0.110128617363344
977,186432,Saint Peter's University,NJ,0.05571847507331378,tuition per student,undergraduate share of enrollment,expendable net assets trend,0.0267596646232751,8789.794597863334,4961.0,0.373097149183504
978,216047,Saint Charles Borromeo Seminary-Overbrook,PA,0.05571847507331378,tuition per student,total liabilities,3-yr expendable net assets % change,0.4536807549961003,83537.61304347827,230.0,0.1057692307692307
979,216931,Wilkes University,PA,0.05571847507331378,tuition & fees,tuition per student,3-yr avg assets-to-liabilities,0.0482762648669983,9521.36223261085,7059.0,-0.0280875671210243
980,218751,Sherman College of Chiropractic,SC,0.05571847507331378,total assets,3-yr enrollment % change,total liabilities,0.0865261264854858,1409.1860986547083,446.0,-0.1115537848605577
981,220996,Middle Tennessee School of Anesthesia Inc,TN,0.05571847507331378,endowment EOY,total assets,total liabilities,0.2140931675324061,,546.0,0.1470588235294117
982,205203,University of Rio Grande,OH,0.05571847507331378,total assets,total liabilities,endowment EOY,0.0177080507995844,7016.367135455218,2702.0,0.1591591591591591
983,206288,United Theological Seminary,OH,0.05571847507331378,total assets,total liabilities,endowment EOY,0.1270858852737021,20549.13109243697,595.0,0.2823275862068966
984,239080,Marian University,WI,0.05571847507331378,endowment EOY,total liabilities,total assets,0.0274764531465156,6029.389078498293,1758.0,-0.0403930131004366
985,168528,Adrian College,MI,0.05571847507331378,tuition per student,assets-to-liabilities ratio,3-yr avg assets-to-liabilities,0.2062920366028428,30175.75253333333,1875.0,-0.0259740259740259
986,195128,Russell Sage College,NY,0.05571847507331378,tuition per student,3-yr enrollment % change,undergrad enrollment,0.1055569801332377,20217.67691641403,2309.0,-0.1005064277366575
987,167783,Simmons University,MA,0.05571847507331378,tuition & fees,assets-to-liabilities ratio,undergraduate share of enrollment,0.0546906439475189,43060.001382408846,5787.0,-0.168175937904269
988,167093,New England College of Optometry,MA,0.05571847507331378,endowment EOY,total liabilities,total assets,0.2430313373269675,21797.72912801484,539.0,0.0150659133709981
989,155070,Barclay College,KS,0.05571847507331378,endowment EOY,total assets,total liabilities,0.0942078310453209,23750.476394849786,233.0,-0.1106870229007633
990,153375,Grand View University,IA,0.05571847507331378,tuition per student,endowment EOY,assets-to-liabilities ratio,0.0232843125201052,18129.695652173912,2070.0,0.0481012658227848
991,363916,Caribbean University-Vega Baja,PR,0.05571847507331378,total assets,total liabilities,expendable net assets,0.0010157131034602,58.02446483180428,327.0,0.7868852459016393
992,112075,Concordia University-Irvine,CA,0.042105263157894736,tuition per student,enrollment trend (slope),expendable net assets trend,0.0193161202234613,11092.938326887848,4913.0,-0.0246178280722652
993,215114,Cairn University-Langhorne,PA,0.042105263157894736,expendable net assets,total liabilities,expenses trend (slope),-0.0672715789542724,7669.451370231059,1861.0,0.0914956011730205
994,207157,Randall University,OK,0.042105263157894736,expendable net assets,total assets,total liabilities,0.0747911813295239,2345.109144542773,339.0,0.0241691842900302
995,180595,Rocky Mountain College,MT,0.042105263157894736,tuition per student,total liabilities,total assets,0.1242749290336056,40004.01173285199,1108.0,-0.053800170794193
996,157207,Lexington Theological Seminary,KY,0.042105263157894736,total liabilities,tuition & fees,undergrad enrollment,0.5123511303043087,430032.6605504587,109.0,-0.0683760683760683
997,141185,Toccoa Falls College,GA,0.042105263157894736,endowment EOY,total assets,total liabilities,0.1847957160820605,1239.4681614349777,3345.0,0.5156320797462619
998,189015,Bank Street College of Education,NY,0.042105263157894736,expendable net assets,assets-to-liabilities ratio,endowment EOY,0.1620983772513824,33222.82933844679,1043.0,0.0450901803607214
999,486053,Bethlehem College & Seminary,MN,0.042105263157894736,3-yr avg operating margin,expendable net assets,total assets,-0.0690277738694881,696.5506607929516,227.0,-0.0772357723577235
1000,172264,Siena Heights University,MI,0.042105263157894736,total assets,expenses trend (slope),3-yr avg operating margin,-0.0561783922411605,6769.51003649635,2192.0,-0.0680272108843537
1001,173896,Luther Seminary,MN,0.042105263157894736,total liabilities,undergrad enrollment,3-yr enrollment % change,0.3993097089949208,340646.6964285714,392.0,-0.2144288577154308
1002,171599,The University of Olivet,MI,0.042105263157894736,3-yr expendable net assets % change,total assets,3-yr avg operating margin,-0.0463933116161306,25036.44852941177,1088.0,0.1428571428571428
1003,207458,Oklahoma City University,OK,0.042105263157894736,change in net assets,undergrad enrollment,assets-to-liabilities ratio,-0.1420233498358706,56361.6036794512,3207.0,0.101304945054945
1004,231059,Saint Michael's College,VT,0.042105263157894736,assets-to-liabilities ratio,tuition per student,total expenses,-0.0524830083021371,45002.80528052805,2121.0,-0.0437330928764652
1005,193821,New York Law School,NY,0.042105263157894736,endowment EOY,assets-to-liabilities ratio,3-yr avg operating margin,0.0066858273119797,47205.7958607714,1063.0,-0.0659050966608084
1006,153861,Maharishi International University,IA,0.042105263157894736,undergraduate share of enrollment,endowment EOY,revenue per student,-0.0857569412129672,3488.7672811059906,3472.0,0.0178833186748754
1007,154536,Wartburg Theological Seminary,IA,0.042105263157894736,expendable net assets,total liabilities,total assets,0.2918335958160095,210611.19886363635,176.0,-0.1926605504587156
1008,169479,Davenport University,MI,0.042105263157894736,total expenses,expenses trend (slope),tuition & fees,-0.0206939885428259,5336.139092728486,5996.0,-0.1019919125355698
1009,199582,Saint Augustine's University,NC,0.042105263157894736,3-yr enrollment % change,expendable net assets,operating margin,-0.1780961230868503,13956.44,975.0,-0.2691154422788606
1010,440138,Antioch University-System Administration,OH,0.042105263157894736,tuition & fees,endowment EOY,3-yr avg assets-to-liabilities,0.0505521857953461,,,
1011,169220,Michigan School of Psychology,MI,0.042105263157894736,total liabilities,expendable net assets,3-yr enrollment % change,0.0472001427031482,18.19672131147541,244.0,-0.1254480286738351
1012,407629,Lake Erie College of Osteopathic Medicine,PA,0.042105263157894736,endowment EOY,undergrad enrollment,endowment per student,0.4461783194349085,1193.252669039146,4215.0,-0.0810987573577501
1013,145275,Garrett-Evangelical Theological Seminary,IL,0.04178272980501393,total liabilities,3-yr revenue % change,undergrad enrollment,0.452143143565853,363494.4826589595,346.0,0.0679012345679012
1014,457484,Pacific Rim Christian University,HI,0.04178272980501393,total assets,expendable net assets,total liabilities,0.0622600898147591,426.2865168539326,178.0,0.0289017341040462
1015,141361,Young Harris College,GA,0.04178272980501393,3-yr avg operating margin,3-yr avg expenses-to-revenue,3-yr revenue % change,0.2947997841251484,75931.33352872216,1706.0,0.0351941747572815
1016,487746,Yeshiva Zichron Aryeh,NY,0.04178272980501393,endowment EOY,tuition & fees,3-yr avg expenses-to-revenue,3.549147361366596,,41.0,-0.0465116279069767
1017,496043,California University of Science and Medicine,CA,0.04178272980501393,total assets,assets-to-liabilities ratio,endowment EOY,0.0133880897893127,,564.0,0.189873417721519
1018,174127,Minneapolis College of Art and Design,MN,0.04178272980501393,tuition per student,3-yr avg operating margin,expendable net assets trend,0.1540526120187507,64068.43093922652,905.0,0.0523255813953488
1019,128586,Bais Binyomin Academy,NY,0.04178272980501393,expendable net assets,endowment EOY,total liabilities,0.0251833500371518,,66.0,0.1785714285714285
1020,198613,Guilford College,NC,0.04178272980501393,tuition per student,3-yr avg assets-to-liabilities,assets-to-liabilities ratio,0.1513848514585418,61817.87748851455,1306.0,-0.0143396226415094
1021,495110,Great Lakes Boat Building School,MI,0.04178272980501393,tuition per student,expendable net assets,endowment EOY,,,46.0,0.3142857142857143
1022,196653,Trocaire College,NY,0.04178272980501393,expenses trend (slope),total liabilities,total assets,0.1450206515069311,26902.054890921885,1421.0,-0.011134307585247
1023,113704,Dominican School of Philosophy & Theology,CA,0.04178272980501393,tuition & fees,expendable net assets,total liabilities,0.1450848940392066,130100.92537313432,67.0,-0.056338028169014
1024,482228,Veritas Baptist College,IN,0.04178272980501393,endowment EOY,expendable net assets,undergraduate share of enrollment,0.0535049512168048,,317.0,0.1444043321299639
1025,145619,Benedictine University,IL,0.04178272980501393,expenses trend (slope),3-yr avg operating margin,3-yr avg expenses-to-revenue,-0.1558848445550211,8735.345010080646,3968.0,-0.2609424473831253
1026,143233,Bethany Theological Seminary,IN,0.04178272980501393,expendable net assets,tuition per student,tuition & fees,0.5599269352322799,526407.918367347,98.0,0.0
1027,201654,Cedarville University,OH,0.04178272980501393,tuition per student,tuition & fees,total revenue,0.1434106409767587,8876.023328690808,5744.0,0.1065305336158736
1028,201140,Athenaeum of Ohio,OH,0.04178272980501393,total assets,3-yr avg operating margin,3-yr avg expenses-to-revenue,0.471798484768496,219358.4973262032,187.0,-0.0603015075376884
1029,200873,Allegheny Wesleyan College,OH,0.04178272980501393,expendable net assets,tuition & fees,3-yr expendable net assets % change,0.3350458160129776,6194.567567567568,74.0,-0.0975609756097561
1030,168546,Albion College,MI,0.04178272980501393,change in net assets,3-yr avg operating margin,tuition per student,-0.2972537332745413,97457.04259634888,1479.0,-0.0686397984886649
1031,169099,Calvin Theological Seminary,MI,0.04178272980501393,total liabilities,undergrad enrollment,tuition per student,0.2736049979514353,162906.72506738544,371.0,0.2972027972027972
