rank,UNITID,INSTNM,state,risk_score,driver_1,driver_2,driver_3,operating_margin,endowment_per_student,total_enrollment,enrollment_3yr_pct
516,189583,Bryant & Stratton College-Buffalo,NY,0.0997229916897507,tuition dependence (tuition / total revenue),expendable net assets,3-yr enrollment % change,-0.314612371164211,,4217.0,1.6127633209417596
517,141167,Thomas University,GA,0.0997229916897507,3-yr expendable net assets % change,expendable net assets,total assets,-0.0013088789069859,3916.0422993492407,1844.0,0.1135265700483091
518,450304,Brite Divinity School,TX,0.0997229916897507,endowment per student,tuition dependence (tuition / total revenue),total liabilities,0.4180419191677013,798814.2686567164,134.0,-0.0218978102189781
519,108852,American Academy of Dramatic Arts-Los Angeles,CA,0.0997229916897507,3-yr enrollment % change,expendable net assets,3-yr expendable net assets % change,0.021016234028453,6308.447513812154,181.0,-0.2788844621513944
520,104665,The School of Architecture,AZ,0.0997229916897507,3-yr expendable net assets % change,total enrollment,expendable net assets,,4557.5,6.0,0.0
521,499103,Homestead Schools-Costa Mesa,CA,0.0997229916897507,3-yr revenue % change,tuition dependence (tuition / total revenue),revenue trend (slope),,,24.0,0.0
522,107600,Philander Smith University,AR,0.0997229916897507,expendable net assets,3-yr expendable net assets % change,total liabilities,-0.0578265480048035,14807.955044955044,1001.0,0.2559598494353827
523,106810,Crowley's Ridge College,AR,0.09936908517350158,expendable net assets,total assets,total liabilities,0.1380729293266893,5620.445182724253,301.0,0.4265402843601896
524,498809,Yeshiva of Kasho,NY,0.09936908517350158,total assets,expendable net assets,endowment EOY,0.1171630977934006,,177.0,0.120253164556962
525,108861,Berkeley School of Theology,CA,0.09936908517350158,expendable net assets,total assets,3-yr enrollment % change,0.0382674021951072,45269.168224299065,214.0,1.9315068493150684
526,110316,California Institute of Integral Studies,CA,0.09936908517350158,total assets,3-yr expendable net assets % change,tuition per student,-0.058189312728056,717.5982514571191,2402.0,0.036685369011653
527,104586,Embry-Riddle Aeronautical University-Prescott,AZ,0.09936908517350158,total assets,tuition & fees,3-yr expendable net assets % change,,25689.193125546168,3433.0,0.0514548238897396
528,180258,University of Providence,MT,0.09936908517350158,3-yr enrollment % change,total assets,total liabilities,0.100913018898153,22349.154266958423,914.0,-0.310708898944193
529,184968,Holy Name Medical Center-Sister Claire Tynan School of Nursing,NJ,0.09936908517350158,total assets,endowment EOY,expendable net assets,,,185.0,-0.0463917525773195
530,495226,St. Louis Med Tech,MO,0.09936908517350158,endowment EOY,expendable net assets,3-yr enrollment % change,,,23.0,1.5555555555555556
531,107877,Williams Baptist University,AR,0.09936908517350158,undergrad enrollment,total assets,total liabilities,0.2616938845688303,26430.628731343284,536.0,-0.208271787296898
532,139205,Brewton-Parker College,GA,0.09936908517350158,total assets,expendable net assets,endowment EOY,0.1752010388786938,7731.012408759124,1370.0,0.3524185587364264
533,143048,School of the Art Institute of Chicago,IL,0.09936908517350158,total assets,3-yr expendable net assets % change,enrollment trend (slope),,115888.79621907145,3597.0,-0.0640124902419984
534,143288,Blackburn College,IL,0.09936908517350158,tuition per student,undergrad enrollment,total liabilities,0.1931943333337228,67648.8538011696,513.0,0.0985010706638115
535,189273,Beth Hamedrash Shaarei Yosher Institute,NY,0.09936908517350158,expendable net assets,total liabilities,endowment EOY,0.0062753788024659,,83.0,-0.0568181818181818
536,189857,Central Yeshiva Tomchei Tmimim Lubavitz,NY,0.09936908517350158,expendable net assets,total assets,endowment EOY,0.0801933463133835,,946.0,0.3591954022988505
537,498623,Justice University,AZ,0.09936908517350158,3-yr revenue % change,expendable net assets,endowment EOY,-0.1449926587242932,,117.0,
538,181604,College of Saint Mary,NE,0.09936908517350158,undergrad enrollment,undergraduate share of enrollment,total liabilities,-0.1317625069256616,37483.10630841122,856.0,-0.2537053182214472
539,182795,Franklin Pierce University,NH,0.09936908517350158,tuition per student,undergraduate share of enrollment,endowment EOY,0.0245172601294532,11525.279918864097,1972.0,-0.0174389636273044
540,101435,Huntingdon College,AL,0.09936908517350158,expendable net assets,tuition per student,revenue per student,0.0989677714867808,62968.67405764967,902.0,0.0011098779134295
541,101912,Oakwood University,AL,0.09936908517350158,endowment EOY,tuition per student,3-yr avg expenses-to-revenue,-0.0350950674820538,6686.356408498972,1459.0,-0.109823062843197
542,495235,Total Beauty Institute,FL,0.09936908517350158,expendable net assets,revenue per student,endowment EOY,,,36.0,0.2
543,241216,Atlantic University,PR,0.09936908517350158,expendable net assets,total assets,3-yr expendable net assets % change,-0.1582687288138536,,1783.0,-0.0293957539466521
544,241331,Albizu University-San Juan,PR,0.09936908517350158,total assets,expendable net assets,expenses trend (slope),0.0135783219491923,389.8137191157347,3076.0,0.0628887353144436
545,214272,Neumann University,PA,0.09936908517350158,tuition per student,endowment EOY,3-yr avg operating margin,-0.026461805284077,9608.4156555773,2555.0,-0.0299924069855732
546,214883,Peirce College,PA,0.09936908517350158,endowment EOY,total assets,3-yr avg operating margin,0.0337268097609054,2896.647102526003,1346.0,-0.0124724871606749
547,215390,Pittsburgh Institute of Mortuary Science Inc,PA,0.09936908517350158,total assets,endowment EOY,undergrad enrollment,0.6326285538424952,,498.0,0.4269340974212034
548,486488,California Jazz Conservatory,CA,0.09936908517350158,expendable net assets,total assets,3-yr expendable net assets % change,-0.2308703769368823,,24.0,-0.1724137931034483
549,125037,The Colleges of Law at Ventura,CA,0.09936908517350158,total assets,3-yr expendable net assets % change,expendable net assets,0.0983407320818083,10502.077844311378,334.0,0.0636942675159235
550,210304,Warner Pacific University,OR,0.09936908517350158,undergrad enrollment,total assets,total liabilities,-0.0128818850080301,45124.30940594059,404.0,-0.0122249388753056
551,210775,Alvernia University,PA,0.09936908517350158,expendable net assets,tuition per student,endowment EOY,0.0372255813304375,5773.411635908665,3197.0,0.0299613402061855
552,166869,MGH Institute of Health Professions,MA,0.09936908517350158,undergrad enrollment,assets-to-liabilities ratio,3-yr avg assets-to-liabilities,0.1754987531172069,25905.66037735849,2226.0,0.3218527315914489
553,212771,Gratz College,PA,0.09936908517350158,endowment EOY,expendable net assets,total assets,0.3431195171418441,7366.777292576419,687.0,-0.1135483870967742
554,213233,Johnson College,PA,0.09936908517350158,total assets,endowment EOY,tuition per student,0.1060302353301931,4364.977622377623,715.0,0.2610229276895943
555,122296,Samuel Merritt University,CA,0.09936908517350158,expendable net assets,tuition & fees,undergrad enrollment,0.2294879747032826,18081.41728701406,2418.0,-0.0660486674391657
556,120795,Pacific School of Religion,CA,0.09936908517350158,expendable net assets,total assets,3-yr expendable net assets % change,0.5020360261671641,375703.2026143791,153.0,0.2644628099173554
557,122117,Dongguk University Los Angeles,CA,0.09936908517350158,expendable net assets,total assets,endowment EOY,-0.2012372752383177,,135.0,-0.1
558,206154,Tri-State Bible College,OH,0.09936908517350158,undergrad enrollment,expendable net assets,revenue per student,-0.32806885531422,,26.0,-0.2121212121212121
559,381282,CET-Oxnard,CA,0.09936908517350158,endowment EOY,expendable net assets,total assets,,,142.0,-0.0657894736842105
560,242699,Inter American University of Puerto Rico-Guayama,PR,0.09936908517350158,expendable net assets,total assets,tuition dependence (tuition / total revenue),,,2252.0,0.1846396633350868
561,243568,Universidad Central Del Caribe,PR,0.09936908517350158,enrollment trend (slope),total assets,endowment EOY,0.2493949992516549,11944.7115716753,579.0,-0.1716738197424892
562,152992,Briar Cliff University,IA,0.09936908517350158,expendable net assets,total assets,3-yr expendable net assets % change,0.0459945387750436,20546.12888888889,1125.0,0.059322033898305
563,153302,Emmaus Bible College,IA,0.09936908517350158,total assets,expendable net assets,total liabilities,-0.1318090546937444,6158.53164556962,237.0,0.1560975609756097
564,206525,Wittenberg University,OH,0.09936908517350158,expendable net assets,change in net assets,tuition per student,-0.3012562008926847,70424.16618075802,1372.0,-0.02
565,154721,Bethany College,KS,0.09936908517350158,expendable net assets,3-yr expendable net assets % change,endowment EOY,0.043676536011957,19117.48040638607,689.0,-0.0969855832241153
566,216348,Theological Seminary of the Reformed Episcopal Church,PA,0.09936908517350158,3-yr enrollment % change,expendable net assets,total assets,0.2297044816813246,46924.782608695656,23.0,-0.303030303030303
567,216694,Waynesburg University,PA,0.09936908517350158,expendable net assets,enrollment trend (slope),3-yr avg operating margin,0.0895206384076246,24414.07307171854,1478.0,-0.0768269831355402
568,488907,Wongu University of Oriental Medicine,NV,0.09936908517350158,expendable net assets,endowment EOY,tuition & fees,0.2668923031970586,,36.0,-0.2
569,489335,Institute of Buddhist Studies,CA,0.09936908517350158,expendable net assets,tuition & fees,total liabilities,0.2422701266284304,296182.328125,64.0,0.28
570,490081,America Evangelical University,CA,0.09936908517350158,endowment EOY,expendable net assets,total assets,0.51769861081807,10924.355623100304,329.0,0.46875
571,490106,Virginia University of Integrative Medicine,VA,0.09936908517350158,total assets,endowment EOY,assets-to-liabilities ratio,0.0729852860979382,,544.0,0.0244821092278719
572,213358,La Roche University,PA,0.09936908517350158,total assets,expendable net assets,expenses trend (slope),-0.1347213828024137,4433.912959381045,3102.0,-0.0695860827834433
573,245953,Mid-America Christian University,OK,0.09936908517350158,endowment EOY,total assets,expenses trend (slope),0.0282853416976948,1343.113511659808,2916.0,0.0776053215077605
574,247162,Ecumenical Theological Seminary,MI,0.09936908517350158,expendable net assets,total assets,endowment EOY,0.2821776834226908,,90.0,-0.1
575,262466,Dr. Ida Rolf Institute,CO,0.09936908517350158,3-yr enrollment % change,expendable net assets,endowment EOY,,,44.0,-0.3333333333333333
576,239637,Sacred Heart Seminary and School of Theology,WI,0.09936908517350158,expendable net assets,total assets,tuition per student,0.0958569470949525,91107.92361111112,144.0,0.2
577,206835,Oklahoma Wesleyan University,OK,0.09936908517350158,total assets,endowment EOY,total liabilities,-0.0824584957826873,10545.043720930233,1075.0,0.0643564356435643
578,209241,Mount Angel Seminary,OR,0.09936908517350158,expendable net assets,3-yr expendable net assets % change,total assets,,255114.30894308945,123.0,-0.0390625
579,209409,Bushnell University,OR,0.09936908517350158,tuition per student,total liabilities,undergraduate share of enrollment,0.1811651404069152,21821.526726057906,898.0,0.0466200466200466
580,170091,Great Lakes Christian College,MI,0.09936908517350158,total assets,total liabilities,expendable net assets,0.0351226585159134,5695.678571428572,196.0,0.0481283422459893
581,170806,Madonna University,MI,0.09936908517350158,expendable net assets,3-yr expendable net assets % change,3-yr avg assets-to-liabilities,-0.1620728615535922,16276.230604372053,2333.0,-0.1607913669064748
582,200554,United Tribes Technical College,ND,0.09936908517350158,endowment EOY,total liabilities,expenses trend (slope),0.150521416391391,1163.7152682255846,727.0,0.2239057239057239
583,201867,Cincinnati College of Mortuary Science,OH,0.09936908517350158,total assets,expendable net assets,3-yr expendable net assets % change,-0.0858247523989666,6383.049180327869,122.0,-0.024
584,201964,Ohio Christian University,OH,0.09936908517350158,total assets,expendable net assets,total liabilities,-0.1406716119667867,3937.283759666865,1681.0,-0.2192289828146772
585,476601,Bais HaMedrash and Mesivta of Baltimore,MD,0.09936908517350158,expendable net assets,total liabilities,total assets,-0.1131843432145536,,91.0,0.0705882352941176
586,476692,Yeshiva Gedolah Zichron Leyma,NJ,0.09936908517350158,endowment EOY,expendable net assets,total assets,-0.0754882878393879,,53.0,0.2926829268292683
587,480091,Bryant & Stratton College-Online,NY,0.09936908517350158,expendable net assets,tuition & fees,endowment EOY,0.4423349550761697,,16061.0,0.0688806069479568
588,151810,Martin University,IN,0.09936908517350158,expendable net assets,total assets,endowment EOY,0.1639559186950186,,298.0,0.2521008403361344
589,203997,Methodist Theological School in Ohio,OH,0.09936908517350158,expendable net assets,tuition & fees,total assets,0.441800673477944,317577.7044334976,203.0,0.4397163120567376
590,204617,Ohio Dominican University,OH,0.09936908517350158,tuition per student,undergraduate share of enrollment,3-yr avg expenses-to-revenue,0.0297274122499461,13538.398907103823,1464.0,-0.0901180857675574
591,117168,Laguna College of Art and Design,CA,0.09936908517350158,endowment EOY,total assets,tuition per student,0.0490356353806853,5291.761478163494,893.0,0.107940446650124
592,118693,Menlo College,CA,0.09936908517350158,tuition per student,total assets,3-yr revenue % change,0.0541928739514799,23789.399551066217,891.0,0.0531914893617021
593,120184,Notre Dame de Namur University,CA,0.09936908517350158,3-yr avg operating margin,operating margin,total assets,-0.8596749135497235,73380.2946708464,319.0,0.0598006644518272
